BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS1005,6015,Akerley Blvd Before Civic 30 (6015),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1085,6009,Akerley Blvd Before Fielding Ave (6009),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1086,6010,Akerley Blvd Before Isnor Dr (6010),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1087,6011,Akerley Blvd Before Joseph Zatzman Dr (6011),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1002,6012,Akerley Blvd Before Morris Dr (6012),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS1787,6637,Endeavour Dr After Navicula Ln (6637),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS873,6952,Ilsley Ave After Raddall Ave (6952),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS828,6951,Ilsley Ave After Wright Ave (6951),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS827,6950,Ilsley Ave At Civic 50 (6950),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS875,6954,Ilsley Ave Opposite Civic 81 (6954),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS3279,2034,Marketplace Dr After Bancroft Ln (2034),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS2747,6014,Marketplace Dr Before Bancroft Ln (6014),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1650,8241,Ronald Smith Ave After Ilsley Ave (8241),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS1926,8508,Windmill Rd After Akerley Blvd (8508),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS1277,8533,Windmill Rd After Akerley Blvd (8533),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1932,8514,Windmill Rd After Victoria Rd (8514),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1933,8515,Windmill Rd After Wright Ave (8515),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS2135,8517,Windmill Rd After Wright Ave (8517),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1631,8545,Windmill Rd Before Bethel Ave (8545),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS2140,8522,Windmill Rd Before Dawn Dr (8522),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS1272,8528,Windmill Rd Before Ralston Ave (8528),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1629,8543,Windmill Rd Before Seapoint Rd (8543),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS2138,8520,Windmill Rd Before Wright Ave (8520),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1276,8532,Windmill Rd Before Wright Ave (8532),HRM SW  Zone 2,Route 3,PRI2,HRM,SHELTER
BS1402,8608,Wright Ave After Fielding Ave (8608),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1076,8861,Wright Ave After Venture Run (8861),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1403,8609,Wright Ave After Windmill Rd (8609),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1075,8860,Wright Ave Before Raddall Ave (8860),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS1405,8611,Wright Ave Opposite McCurdy Ave (8611),HRM SW  Zone 2,Route 3,PRI2,HRM,
BS3249,2104,Brownlow Ave After Eileen Stubbs Ave (2104),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3250,2106,Brownlow Ave Before Commodore Dr (2106),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3280,2105,Brownlow Ave Before MacLean Ave (2105),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS2311,6488,Commodore Dr After Brownlow Ave (6488),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1342,8853,Commodore Dr After Countryview Dr (8853),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3223,2082,Commodore Dr After Eileen Stubbs Ave (2082),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1230,8659,Commodore Dr After Lamont Terr (8659),HRM SW  Zone 2,Route 4,PRI2,HRM,SHELTER
BS2313,6490,Commodore Dr Before Brownlow Ave (6490),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3246,2101,Commodore Dr Before Eileen Stubbs Ave (2101),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1814,8655,Countryview Dr After McClure Cl (8655),HRM SW  Zone 2,Route 4,PRI2,HRM,SHELTER
BS2716,6842,Countryview Dr Before Ferindonald Cl (6842),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1813,8654,Countryview Dr Before Ferindonald Cl (8654),HRM SW  Zone 2,Route 4,PRI2,HRM,SHELTER
BS2717,6841,Countryview Dr Before McClure Cl (6841),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS2740,6796,Countryview Dr Before Shubie Dr (6796),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS2741,6797,Countryview Dr Before Shubie Dr (6797),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3248,2103,Eileen Stubbs Ave After MacLean Ave (2103),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS2484,6623,Eileen Stubbs Ave After MacLean Ave (6623),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1343,8854,Finlay Dr After McClure Cl (8854),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1344,8855,Finlay Dr After Shubie Dr (8855),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS2743,9116,Finlay Dr After Wright Ave (9116),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3241,2096,Garland Ave After Wright Ave (2096),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3242,2097,Garland Ave At Civic 110 (2097),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3243,2098,Garland Ave Before John Savage Ave (2098),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3224,2083,John Savage Ave After Commodore Dr (2083),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3244,2099,John Savage Ave After Garland Ave (2099),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3245,2100,John Savage Ave Before Commodore Dr (2100),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS3225,2084,John Savage Ave Before Garland Ave (2084),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1081,8894,Shubie Dr Before Kiltearn Row (8894),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1071,8857,Wright Ave After Burbridge Ave (8857),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS2742,9115,Wright Ave After Finlay Dr (9115),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1072,8858,Wright Ave After John Savage Ave (8858),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1078,8863,Wright Ave After Mellor Ave (8863),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1070,8856,Wright Ave After Wilkinson Ave (8856),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1073,8859,Wright Ave After Williams Ave (8859),HRM SW  Zone 2,Route 4,PRI2,HRM,SHELTER
BS1077,8862,Wright Ave At Civic 340 (8862),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1079,8864,Wright Ave Before Burbridge Ave (8864),HRM SW  Zone 2,Route 4,PRI2,HRM,
BS1080,8865,Wright Ave Before Wilkinson Ave (8865),HRM SW  Zone 2,Route 4,PRI2,HRM,
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS841,6000,Akerley Blvd After Burnside Dr (6000),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS1084,6008,Akerley Blvd Before Burnside Dr (6008),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS3233,2107,Colford Ave After Akerley Blvd (2107),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS743,6767,Colford Ave After Gloria McCluskey Ave (6767),STR HRM East 1,Blue Route,PRI2,HRM,SHELTER - STAND ALONE
BS182,6483,Colford Ave Before Akerley Blvd (6483),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS3234,2108,Colford Ave Before Gloria McCluskey Ave (2108),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS741,6765,Gloria McCluskey Ave After Akerley Blvd (6765),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS742,6766,Gloria McCluskey Ave After Civic 80 (6766),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS3235,2109,Gloria McCluskey Ave After Colford Ave (2109),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS3236,2110,Gloria McCluskey Ave Before Akerley Blvd (2110),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS393,7248,Mosher Dr After Pettipas Dr (7248),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS394,7249,Mosher Dr Before Akerley Blvd (7249),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS395,7250,Mosher Dr Before Gurholt Dr (7250),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS2407,7447,Pettipas Dr After Vidito Dr (7447),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS2408,7448,Pettipas Dr Before Mosher Dr (7448),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS893,8398,Topple Dr At Civic 21 (8398),STR HRM East 1,Blue Route,PRI2,HRM,SHELTER - STAND ALONE
BS894,8399,Topple Dr Before Vidito Dr (8399),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS1074,8867,Wright Ave After Joseph Zatzman Dr (8867),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS1404,8610,Wright Ave Before Fielding Ave (8610),STR HRM East 1,Blue Route,PRI2,HRM,STAND ALONE
BS2746,2017,Wright Ave Before MacDonald Ave (2017),STR HRM East 1,Blue Route,PRI1,HRM,STAND ALONE
BS214,6323,Brownlow Ave After Commodore Dr (6323),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS219,6328,Brownlow Ave At Civic 236 (6328),STR HRM East 1,Green Route,PRI2,HRM,SHELTER - STAND ALONE
BS216,6325,Brownlow Ave At Civic 250 (6325),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS217,6326,Brownlow Ave At Civic 260 (6326),STR HRM East 1,Green Route,PRI2,HRM,SHELTER - STAND ALONE
BS3247,2102,Eileen Stubbs Ave After Commodore Dr (2102),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS1790,6641,Eileen Stubbs Ave Before MacLean Ave (6641),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS964,6956,Ilsley Ave At Civic 101 (6956),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS966,6958,Ilsley Ave At Civic 121 (6958),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS876,6955,Ilsley Ave At Civic 41 (6955),STR HRM East 1,Green Route,PRI2,HRM,SHELTER - STAND ALONE
BS874,6953,Ilsley Ave At Civic 81 (6953),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS2437,7205,Ilsley Ave At Halifax Transit (7205),STR HRM East 1,Green Route,PRI2,HRM,SHELTER - STAND ALONE
BS967,6959,Ilsley Ave Before MacDonald Ave (6959),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS965,6957,Ilsley Ave Before Wright Ave (6957),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS826,6949,Ilsley Ave Opposite Halifax Transit (6949),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS2354,6987,Joseph Zatzman Dr After Akerley Blvd (6987),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS2355,6988,Joseph Zatzman Dr After Simmonds Dr (6988),STR HRM East 1,Green Route,PRI2,HRM,STAND ALONE
BS2356,6989,Joseph Zatzman Dr Before Topple Dr (6989),STR HRM East 1,Green Route,PRI2,HRM,SHELTER - STAND ALONE
BS919,6925,Highfield Park Dr At Civic 10 (6925),STR HRM East 1,Orange Route,PRI2,HRM,SHELTER - STAND ALONE
BS1710,8075,Princess Margaret Blvd After Windmill Rd (8075),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1711,8076,Princess Margaret Blvd Before Hudson Way (8076),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1712,8077,Princess Margaret Blvd Opposite Iroquois Dr (8077),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS672,8264,Sea King Dr After Ernest Ave (8264),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1265,8265,Sea King Dr Before Lancaster Dr (8265),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1597,8535,Windmill Rd After Civic 520 (8535),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1274,8530,Windmill Rd Before Victoria Rd (8530),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1598,8536,Windmill Rd Before Wrights Cove Rd (8536),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS1623,8537,Windmill Rd Opposite Dawn Dr (8537),STR HRM East 1,Orange Route,PRI2,HRM,STAND ALONE
BS3231,2090,Frazee Ave After Dorey Ave (2090),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3238,2093,Frazee Ave After John Savage Ave (2093),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3226,2085,Garland Ave After John Savage Ave (2085),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3228,2087,Garland Ave Before Wright Ave (2087),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3227,2086,Garland Ave Opposite Civic 110 (2086),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3232,2091,John Savage Ave After Frazee Ave (2091),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3237,2092,John Savage Ave Before Frazee Ave (2092),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3229,2088,Williams Ave After Dorey Ave (2088),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3239,2094,Williams Ave At Civic 46 (2094),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3230,2089,Williams Ave Before Frazee Ave (2089),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS3240,2095,Williams Ave Opposite Civic 109 (2095),STR HRM East 1,Pink Route,PRI2,HRM,STAND ALONE
BS1502,8065,Primrose St Before Victoria Rd (8065),STR HRM East 1,Purple Route,PRI2,HRM,STAND ALONE
BS850,8177,Robert Burns Dr After Primrose St (8177),STR HRM East 1,Purple Route,PRI2,HRM,STAND ALONE
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS2441,7209,Micmac Blvd After Brookdale Cr (7209),STR HRM East 2,Blue Route,PRI2,HRM,SHELTER - STAND ALONE
BS261,7211,Micmac Blvd Before Horizon Ct (7211),STR HRM East 2,Blue Route,PRI2,HRM,STAND ALONE
BS264,7215,Micmac Blvd Before Woodland Ave (7215),STR HRM East 2,Blue Route,PRI2,HRM,SHELTER - STAND ALONE
BS1367,8889,Acadia St After Ragus Rd (8889),STR HRM East 2,Green Route,PRI2,HRM,STAND ALONE
BS1372,8890,Acadia St Before Pleasant St (8890),STR HRM East 2,Green Route,PRI2,HRM,STAND ALONE
BS501,6728,Gaston Rd Before Dominion Ct (6728),STR HRM East 2,Green Route,PRI2,HRM,STAND ALONE
BS503,6730,Gaston Rd Before Marilyn Dr (6730),STR HRM East 2,Green Route,PRI2,HRM,STAND ALONE
BS788,6204,Beacon St After Harris Rd (6204),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS789,6205,Beacon St Before Harris Rd (6205),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS2233,6833,Harris Rd After Curley Dr (6833),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS2232,6832,Harris Rd Before Curley Dr (6832),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS1092,7384,Oathill Cr Before Colburn Walk (7384),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS1089,7383,Oathill Cr Before Peddars Way (7383),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS2403,7443,Peddars Way After Bow St (7443),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS579,7441,Peddars Way After Civic 29 (7441),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS1824,6311,Prince Albert Rd After Bartlin Rd (6311),STR HRM East 2,Orange Route,PRI2,HRM,SHELTER - STAND ALONE
BS157,8285,Sinclair St After Prince Albert Rd (8285),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS161,8289,Somerset St Before Berkley Brae (8289),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS159,8287,Somerset St Before Centre St (8287),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS160,8288,Somerset St Before Glenwood Ave (8288),STR HRM East 2,Orange Route,PRI2,HRM,STAND ALONE
BS162,8290,Somerset St Before Penhorn Dr (8290),STR HRM East 2,Orange Route,PRI2,HRM,SHELTER - STAND ALONE
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS736,6033,Arklow Dr After Ashley Dr (6033),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1467,6035,Arklow Dr After John Stewart Dr (6035),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1468,6036,Arklow Dr After Lanarkshire Ct (6036),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1473,6041,Arklow Dr At Civic 253 (6041),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1471,6039,Arklow Dr At Civic 371 (6039),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1474,6042,Arklow Dr Before Ashley Dr (6042),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1475,6043,Arklow Dr Before Civic 238 (6043),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1470,6038,Arklow Dr Opposite Lanarkshire Ct (6038),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1479,6047,Ashgrove Ave After Avondale Rd (6047),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1480,6048,Ashgrove Ave After Cole Harbour Rd (6048),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1481,6049,Ashgrove Ave Before Addison Pl (6049),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1478,6046,Ashgrove Ave Before Ancaster Ct (6046),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1488,6056,Astral Dr After Willowdale Dr (6056),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1486,6054,Astral Dr Before Brookfield Ave (6054),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1487,6055,Astral Dr Before Carisbrooke Ln (6055),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1484,6052,Astral Dr Before Grenadier Dr (6052),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1490,6058,Astral Dr Before Shrewsbury Rd (6058),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1491,6059,Astral Dr Before Spence Dr (6059),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1483,6051,Astral Dr Before Stratford Dr (6051),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS578,7440,Atholea Dr Before Caldwell Rd (7440),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2010,6075,Auburn Dr At Auburn Dr High School (6075),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2013,6078,Auburn Dr At Civic 243 (6078),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2012,6077,Auburn Dr Before Civic 187 (6077),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1183,6294,Belle Vista Dr After Spring Ave (6294),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1181,6292,Belle Vista Dr After Woodlawn Rd (6292),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1182,6293,Belle Vista Dr At Civic 35 (6293),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2219,8460,Braemar Dr After Braeside Ct (8460),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1922,8436,Braemar Dr At Sutherland Terr (8436),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1834,6321,Brookfield Ave After Caldwell Rd (6321),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS213,6322,Brookfield Ave Before Willowdale Dr (6322),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS222,6331,Cain St After Churchill Terr (6331),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2092,6373,Carlisle Dr After Huntingdon Dr (6373),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2093,6374,Carlisle Dr Before Shrewsbury Rd (6374),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2061,6420,Cherry Brook Rd After Bundy Ln (6420),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1590,7156,Cherry Brook Rd After Riley Rd (7156),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2057,6416,Cherry Brook Rd At Civic 126 (6416),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1591,7157,Cherry Brook Rd At Civic 292 (7157),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2058,6417,Cherry Brook Rd Before Bundy Ln (6417),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2063,6422,Circassion Dr After Poplar Dr (6422),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2066,6425,Circassion Dr Before Ellerslie Cr (6425),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2064,6423,Circassion Dr Before Glenalva Ct (6423),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2065,6424,Circassion Dr Before Savona Ct (6424),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1924,8506,Clarence St After Cain St (8506),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1925,8507,Clarence St Before Johnson Rd (8507),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS268,6128,Colby Dr Before Avondale Rd (6128),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS125,8938,Cole Harbour Rd At Old Lawrencetown Rd (8938),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1611,8760,Cole Harbour Rd Before Ross Rd (8760),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2371,6485,Colonna Pl After Appian Way (6485),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS183,6484,Colonna Pl Before Montebello Dr (6484),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1670,8677,Cow Bay Rd After Ridding Rd (8677),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1667,8675,Cow Bay Rd Before Aubrey Terr (8675),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1666,8674,Cow Bay Rd Before Caldwell Rd (8674),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1671,8678,Cow Bay Rd Before Hornes Rd (8678),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1668,8676,Cow Bay Rd Opposite Garrison Dr (8676),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2485,6519,Cranberry Cr After Orquel Cr (6519),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1948,6521,Cranberry Cr After Valkyrie Cr (6521),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1950,6523,Cranberry Cr Opposite Meridian Ct (6523),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1176,6630,Ellenvale Ave After Anderson St (6630),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1785,6635,Ellenvale Ave Before Alberta St (6635),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1783,6633,Ellenvale Ave Before Clifford Dr (6633),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1786,6636,Ellenvale Ave Before Spring Ave (6636),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1789,6640,Everette St After Pleasant St (6640),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2432,7200,Forest Hills Pky after Circassion Dr (7200),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS209,6720,Franklyn St After Everette St (6720),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS210,6721,Franklyn St Before Irving St (6721),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS307,6792,Gregory Dr After Flying Cloud Dr (6792),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS309,6794,Gregory Dr Before Wildwood Blvd (6794),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1665,8673,Heritage Hills Dr Before Cow Bay Rd (8673),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1664,8672,Heritage Hills Dr Before Serop Cr (8672),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS926,6932,Hillsboro Dr After Auburn Dr (6932),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS931,6937,Hillsboro Dr After Karen Dr (6937),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS928,6934,Hillsboro Dr After Main St (6934),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS927,6933,Hillsboro Dr Before Auburn Dr (6933),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1559,7147,Hornes Rd After Cow Bay Rd (7147),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1770,8662,Hornes Rd After Scott Dr (8662),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1769,8661,Hornes Rd At Civic 41 (8661),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1768,8660,Hornes Rd At Civic 65 (8660),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS834,6974,Inverary Dr Before Strath Ln (6974),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS835,6975,Irving St Before Pleasant St (6975),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2505,6995,John Stewart Dr After Gammon Cr (6995),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
